Name,Nation,Club,League,Position,Age,Height,Weight,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,Sprint,Positioning,Finishing,Shot,Long,Volleys,Penalties,Vision,Crossing,Free,Curve,Agility,Balance,Reactions,Ball,Composure,Interceptions,Heading,Def,Standing,Sliding,Jumping,Stamina,Strength,Aggression,Att work rate,Def work rate,Preferred foot,Weak foot,Skill moves,ID,Gender,GK
James McAtee,England,Sheffield Utd,Premier League,CAM,21,180,72,70,72,63,66,74,41,60,75,69,64,64,71,67,53,58,66,57,56,67,72,53,68,76,65,33,42,44,42,43,60,69,62,43,High,Medium,Left,3,3,264349,M,
Andrey Santos,Brazil,Nott'm Forest,Premier League,CM,19,176,64,70,75,56,66,76,62,68,77,73,71,59,76,73,46,52,73,48,40,43,74,66,62,73,56,50,67,58,70,73,77,66,68,67,High,Medium,Right,3,3,273018,M,
Chiedozie Ogbene,Republic of Ireland,Luton Town,Premier League,CF,26,181,75,70,91,65,63,73,57,74,91,91,66,66,66,56,60,51,63,65,58,57,77,65,68,69,61,56,60,55,58,58,83,82,73,65,High,Low,Right,4,3,231005,M,
Andrew Omobamidele,Republic of Ireland,Nott'm Forest,Premier League,CB,21,190,78,70,73,27,49,53,70,75,74,72,41,24,65,58,27,25,50,25,15,36,63,52,63,59,63,69,68,70,71,69,83,67,81,69,Medium,High,Right,3,2,261647,M,
Gabriel Osho,England,Luton Town,Premier League,CB,25,185,70,70,72,30,54,60,70,74,70,73,43,24,64,61,34,46,41,55,24,34,60,63,66,64,59,68,70,70,71,68,79,70,77,68,High,Medium,Right,3,2,231185,M,
Aaron Ramsey,England,Burnley,Premier League,LM,20,181,73,70,73,63,67,72,50,60,76,70,69,66,70,71,49,54,70,57,62,64,78,74,62,72,65,51,42,45,57,48,59,68,59,53,High,Medium,Right,3,4,266270,M,
Antoine Semenyo,Ghana,AFC Bournemouth,Premier League,ST,23,180,70,70,82,68,59,72,22,72,76,86,68,68,65,42,56,51,65,63,39,49,73,68,68,69,62,14,63,20,19,11,81,71,76,62,High,Medium,Right,4,3,241236,M,
Carlos Baleba,Cameroon,Brighton,Premier League,CM,19,179,75,69,77,51,63,72,65,70,74,79,64,42,73,70,43,50,67,42,43,53,73,75,69,74,65,67,62,62,67,66,77,65,74,65,High,High,Left,2,2,272500,M,
Conor Bradley,Northern Ireland,Liverpool,Premier League,RB,20,181,71,69,80,50,60,66,61,69,80,80,64,53,63,55,32,33,60,67,27,50,67,66,65,65,64,64,52,59,64,61,66,84,56,83,High,Medium,Right,3,2,264298,M,
Jacob Brown,Scotland,Luton Town,Premier League,ST,25,184,72,69,75,69,62,68,48,72,74,75,67,71,65,55,61,58,66,65,47,58,74,72,68,68,67,44,68,42,50,43,76,84,69,64,High,High,Right,3,3,236650,M,
Facundo Buonanotte,Argentina,Brighton,Premier League,RM,18,174,66,69,74,63,66,73,25,50,76,72,68,66,71,66,51,55,69,56,61,59,67,71,56,74,58,23,50,20,22,24,62,59,52,32,Medium,Medium,Left,3,3,269495,M,
Darko Churlinov,North Macedonia,Burnley,Premier League,RM,23,180,73,69,82,66,62,71,51,56,83,82,67,66,63,54,62,64,64,60,60,73,83,78,69,71,67,48,57,45,56,50,65,66,47,65,Medium,Medium,Right,3,3,251545,M,
Tommy Doyle,England,Wolves,Premier League,CM,22,179,72,69,65,65,70,68,60,67,66,64,63,63,73,69,50,56,69,66,68,69,70,81,67,72,69,60,50,62,63,57,63,72,64,67,High,High,Right,4,3,254120,M,
Lyle Foster,South Africa,Burnley,Premier League,ST,23,185,70,69,81,68,57,68,35,70,78,83,69,69,62,46,62,65,58,60,44,52,58,65,62,70,67,24,63,36,33,31,80,67,75,60,High,High,Right,3,3,241173,M,
Yasser Larouci,France,Sheffield Utd,Premier League,LWB,22,176,68,69,73,47,59,71,65,64,74,72,56,45,65,52,42,46,54,66,38,50,64,69,65,69,59,64,59,66,65,65,70,70,62,61,High,Medium,Left,2,2,252302,M,
Rodrigo Muniz,Brazil,Fulham,Premier League,ST,22,185,79,69,70,69,55,65,33,71,69,71,69,69,60,52,66,65,60,46,41,58,73,66,63,68,63,32,68,30,28,26,78,61,78,64,Medium,Medium,Right,3,3,264337,M,
Rhys Norrington-Davies,Wales,Sheffield Utd,Premier League,LWB,24,181,70,69,73,43,60,64,65,67,74,73,51,41,65,58,40,43,47,68,46,55,66,77,59,62,57,63,52,68,68,63,67,78,63,65,High,Medium,Left,2,2,240773,M,
Michael Obafemi,Republic of Ireland,Burnley,Premier League,ST,23,169,71,69,81,68,56,68,23,64,85,77,68,71,63,44,63,67,61,50,41,58,82,89,69,67,65,13,63,18,23,15,79,61,66,60,High,Medium,Right,3,2,242265,M,
Cauley Woodrow,England,Luton Town,Premier League,ST,29,184,74,69,66,71,59,68,30,69,63,68,72,71,65,61,67,67,64,43,53,52,65,67,69,68,66,22,66,37,21,19,73,76,71,52,Medium,Medium,Right,4,3,205887,M,
Luke Berry,England,Luton Town,Premier League,CM,31,177,72,68,68,65,66,68,61,68,67,68,70,69,70,66,53,56,69,61,61,57,77,74,68,71,70,60,66,59,63,60,72,71,69,60,High,Medium,Right,3,3,223085,M,
Rhian Brewster,England,Sheffield Utd,Premier League,ST,23,180,75,68,80,69,55,72,20,61,82,79,70,70,61,50,65,66,56,50,58,47,77,76,69,67,62,15,57,14,18,17,74,64,62,51,Medium,Medium,Right,3,3,238460,M,
Hannibal Mejbri,Tunisia,Manchester Utd,Premier League,CM,20,182,70,68,73,60,69,69,62,71,72,74,66,55,70,69,54,56,70,68,67,73,72,74,66,68,71,62,53,63,64,63,67,69,66,85,High,Medium,Right,3,3,258171,M,
Wilson Odobert,France,Burnley,Premier League,LW,19,182,75,68,73,62,58,74,28,40,77,70,70,67,65,48,51,63,59,59,46,48,62,62,69,72,52,23,44,29,26,27,49,40,41,34,Medium,Medium,Right,4,3,270579,M,
Dan Potts,England,Luton Town,Premier League,CB,29,178,70,68,65,38,56,58,69,68,63,67,47,44,60,61,29,35,49,59,37,42,69,70,70,59,55,64,72,71,69,68,76,70,70,58,Medium,Medium,Left,3,2,203357,M,
Boubacar Traoré,Mali,Wolves,Premier League,CDM,22,183,67,68,64,49,63,67,63,70,60,67,54,42,71,69,41,52,66,47,47,52,69,70,66,70,63,63,56,59,68,64,68,63,73,71,Medium,Medium,Right,2,2,252975,M,
Steven Benda,Germany,Fulham,Premier League,GK,25,193,83,67,67,65,61,13,37,66,36,38,4,5,26,21,9,12,26,7,11,8,30,33,58,19,26,13,12,6,9,11,52,30,53,19,Medium,Medium,Right,3,1,241076,M,70
Ismaila Coulibaly,Mali,Sheffield Utd,Premier League,CM,22,183,68,67,77,63,62,71,62,67,71,81,67,61,68,63,57,58,66,51,48,59,79,68,66,68,67,68,44,59,65,63,59,80,61,68,High,High,Right,4,4,246946,M,
Conor Coventry,Republic of Ireland,West Ham,Premier League,CDM,23,175,68,67,64,53,67,65,64,65,66,63,56,47,67,65,42,64,69,68,69,66,80,77,65,67,70,66,56,62,68,60,63,76,59,68,Medium,Medium,Right,3,2,240863,M,
CJ Egan-Riley,England,Burnley,Premier League,RB,20,183,74,67,67,32,56,59,66,74,61,72,32,28,66,59,30,42,50,51,27,46,55,59,61,63,60,64,65,63,70,65,75,73,76,68,Low,High,Right,3,2,268131,M,
Charlie Goode,England,Brentford,Premier League,CB,28,196,75,67,55,32,49,54,66,74,52,58,38,30,59,58,30,39,48,35,29,39,53,52,60,55,60,66,67,67,66,66,75,63,82,69,Medium,Medium,Right,2,2,228997,M,
Tim Iroegbunam,England,Aston Villa,Premier League,CDM,20,183,70,67,66,57,63,65,62,70,67,65,58,54,70,68,49,56,61,56,41,58,64,64,63,68,63,60,57,62,66,63,68,71,70,70,Medium,Low,Right,4,3,266609,M,
Teden Mengi,England,Luton Town,Premier League,CB,21,183,78,67,79,39,54,55,65,69,73,83,41,33,63,62,29,35,53,42,33,46,69,53,60,57,61,65,67,64,65,65,81,54,77,66,Medium,High,Right,3,2,253465,M,
Darío Sarmiento,Argentina,Manchester City,Premier League,RW,20,166,64,67,77,62,61,76,39,42,82,73,60,63,62,55,60,64,62,65,50,60,86,91,55,69,65,40,45,45,30,35,52,52,35,45,High,Medium,Left,3,3,253715,M,
James Shea,England,Luton Town,Premier League,GK,32,181,76,67,67,65,60,13,27,67,28,26,10,11,21,29,13,17,37,14,14,10,34,48,62,22,47,15,12,17,13,14,42,28,41,19,Medium,Medium,Right,2,1,193013,M,67
Anis Slimane,Tunisia,Sheffield Utd,Premier League,CM,22,188,80,67,66,59,62,69,58,77,68,65,66,59,69,67,47,49,66,45,51,59,68,70,65,69,65,58,50,59,59,56,72,82,81,62,Medium,Low,Right,4,4,255210,M,
Bénie Traore,Côte d'Ivoire,Sheffield Utd,Premier League,ST,21,172,64,67,86,65,54,72,32,63,86,86,67,68,59,39,55,55,67,49,40,45,89,85,69,70,68,22,48,25,40,29,69,75,62,48,High,Medium,Right,3,3,260651,M,
Malcolm Ebiowei,England,Crystal Palace,Premier League,RW,20,185,80,66,78,63,60,72,38,54,77,78,60,63,59,54,56,62,57,65,64,69,79,67,52,69,63,32,38,38,41,36,60,52,62,34,Medium,Medium,Left,3,3,267611,M,
Nathan Ferguson,England,Crystal Palace,Premier League,LB,23,178,76,66,57,36,55,64,68,63,55,59,36,30,66,56,30,45,39,59,33,48,56,66,66,67,68,69,59,67,70,71,65,48,69,64,Medium,High,Right,3,2,242752,M,
Mark Gillespie,England,Newcastle Utd,Premier League,GK,31,192,83,66,66,64,63,17,34,65,34,35,11,16,34,35,12,19,42,13,15,12,37,53,56,29,50,20,11,12,11,19,58,25,66,26,Medium,Medium,Right,3,1,198039,M,69
Lewis Hall,England,Newcastle Utd,Premier League,LB,19,179,71,66,66,54,65,68,63,56,71,61,62,55,69,67,49,55,65,62,55,57,74,76,65,65,65,68,54,60,67,60,60,59,52,60,Medium,High,Left,3,2,266127,M,
Daniel Jebbison,England,Sheffield Utd,Premier League,ST,20,190,78,66,82,64,50,62,30,72,79,84,63,66,57,47,57,58,50,42,40,54,67,66,59,64,57,31,62,22,28,25,83,73,78,53,Medium,Medium,Right,2,2,262227,M,
Luca Warrick Koleosho,Italy,Burnley,Premier League,LM,19,175,67,66,85,59,55,75,30,47,86,84,55,60,59,54,42,51,53,58,33,48,86,78,55,72,57,26,49,29,29,24,56,54,40,55,High,Medium,Right,4,3,266041,M,
João Virgínia,Portugal,Everton,Premier League,GK,24,192,84,66,68,65,65,9,52,62,54,50,10,8,32,29,9,12,41,14,13,11,30,33,60,15,46,10,10,12,10,11,61,16,57,29,Medium,Medium,Left,3,1,237704,M,69
Cole Palmer,England,Chelsea,Premier League,CAM,21,189,74,66,74,66,62,71,46,57,71,76,62,69,64,60,53,50,63,59,57,65,74,65,58,70,66,40,43,48,47,48,56,63,57,50,Medium,Medium,Left,3,4,257534,M,
Scott Carson,England,Manchester City,Premier League,GK,38,190,86,65,63,65,62,17,35,69,33,37,11,19,25,17,13,20,44,14,16,18,38,42,61,20,38,19,18,10,15,20,61,18,70,23,Medium,Medium,Right,3,1,157804,M,63
Carney Chukwuemeka,England,Chelsea,Premier League,CM,20,187,70,65,64,59,64,72,50,58,66,63,66,66,71,67,52,58,69,53,46,55,57,69,57,72,69,49,46,50,52,54,58,52,61,58,Medium,Medium,Right,4,4,259356,M,
Jhon Durán,Colombia,Aston Villa,Premier League,ST,20,187,70,65,78,65,48,66,25,71,75,80,65,69,57,52,40,51,50,31,33,45,68,63,50,68,58,14,55,19,28,22,75,69,74,63,Medium,Medium,Left,2,2,247172,M,
Lewis Fiorini,Scotland,Manchester City,Premier League,CM,21,178,68,65,68,60,61,68,56,61,71,66,62,57,66,64,50,55,66,51,46,59,73,79,63,66,65,60,48,53,58,54,59,75,55,58,High,Medium,Right,3,3,262981,M,
Gavin Kilkenny,Republic of Ireland,AFC Bournemouth,Premier League,CDM,23,170,64,65,61,53,64,63,60,55,64,59,56,50,69,70,45,50,67,54,48,58,81,86,63,66,64,63,41,63,62,60,44,69,46,63,Medium,Medium,Right,3,2,243767,M,
Lawrence Vigouroux,Chile,Burnley,Premier League,GK,30,194,77,65,65,64,63,19,46,63,48,42,6,17,34,38,19,22,50,20,17,17,56,40,61,16,43,14,12,15,18,11,62,36,63,24,Medium,Medium,Left,2,1,213413,M,65
Joseph Anang,England,West Ham,Premier League,GK,23,190,72,64,64,62,63,13,33,64,34,32,6,6,27,19,9,15,59,13,12,12,31,50,57,10,37,12,11,12,12,10,53,25,55,30,Medium,Medium,Right,2,1,244191,M,63
Brandon Austin,England,Spurs,Premier League,GK,24,188,75,64,69,63,55,14,41,64,36,49,4,9,19,18,6,11,32,12,11,12,42,38,51,17,45,6,13,21,12,12,52,18,54,27,Medium,Medium,Right,2,1,236568,M,62
Oscar Bobb,Norway,Manchester City,Premier League,RW,20,174,73,64,80,59,59,68,31,40,84,76,56,60,63,47,55,63,58,60,58,60,75,80,55,66,61,24,48,26,34,31,44,50,36,38,Medium,Medium,Left,3,4,277295,M,
Bruno Jordão,Portugal,Wolves,Premier League,CM,25,180,73,64,65,56,63,69,52,61,67,64,49,54,69,67,46,57,66,57,43,50,69,68,64,68,68,55,58,45,56,48,66,58,62,61,Medium,Medium,Right,3,3,240175,M,
Tom King,Wales,Wolves,Premier League,GK,28,194,80,64,64,63,61,8,42,63,40,44,12,6,35,43,18,26,45,9,6,9,39,57,56,28,42,13,18,15,17,20,66,32,73,23,Medium,Medium,Right,3,1,225650,M,64
Remi Matthews,England,Crystal Palace,Premier League,GK,29,192,78,64,65,62,63,22,45,63,44,47,7,15,35,39,16,22,39,11,19,14,49,39,58,27,34,15,15,12,15,17,62,29,66,24,Medium,Medium,Right,3,1,203824,M,64
Ben Chrisene,England,Aston Villa,Premier League,LWB,19,183,80,63,67,50,58,64,56,59,66,67,43,54,60,57,40,48,55,64,37,61,67,65,60,62,50,59,36,54,62,60,53,57,62,57,High,Medium,Left,3,3,256556,M,
Lewis Dobbin,England,Everton,Premier League,LM,20,181,71,63,80,61,54,66,25,51,77,82,62,63,57,44,56,63,59,53,38,58,76,74,58,63,60,18,53,26,20,18,63,58,53,36,Medium,Low,Right,2,3,264039,M,
Kyle John,England,Everton,Premier League,RB,22,176,68,63,60,43,56,61,61,57,68,53,58,45,60,47,34,35,52,63,35,54,72,85,58,63,61,58,50,63,64,62,56,63,53,62,Medium,Medium,Right,2,2,247764,M,
Lewis Miley,England,Newcastle Utd,Premier League,CM,17,189,68,63,61,58,63,68,53,52,65,58,53,59,67,63,52,49,68,52,54,60,60,70,63,66,72,59,49,50,56,48,56,53,56,42,High,Medium,Right,4,3,274246,M,
Adrion Pajaziti,Albania,Fulham,Premier League,CDM,21,178,71,63,64,54,59,58,59,65,66,62,56,54,63,61,44,54,63,50,48,51,64,70,56,63,58,58,57,55,62,64,65,67,61,74,Medium,Medium,Left,4,2,270680,M,
Myles Peart-Harris,England,Brentford,Premier League,CM,21,187,70,63,63,61,63,63,52,68,65,62,60,64,66,63,46,62,64,63,55,54,64,66,60,64,59,53,63,45,55,48,71,81,70,46,Medium,Low,Right,3,2,263582,M,
Luke Chambers,England,Liverpool,Premier League,LB,19,185,74,62,66,36,54,63,60,55,69,64,40,36,59,50,32,48,55,53,43,44,53,59,61,60,48,62,50,59,63,61,59,54,55,57,Medium,Medium,Left,2,2,271976,M,
Ben Doak,Scotland,Liverpool,Premier League,RW,18,176,64,62,81,52,51,69,27,47,86,77,58,56,53,42,41,48,55,56,33,50,82,75,50,66,60,28,41,18,30,25,50,54,40,53,High,Medium,Right,3,3,266815,M,
Tyrese Francois,Australia,Fulham,Premier League,CM,23,173,65,62,67,44,58,64,58,55,72,62,52,44,67,62,44,50,60,45,42,51,79,79,64,66,66,64,41,64,55,52,51,67,50,53,Medium,High,Left,4,3,241825,M,
Kaide Gordon,England,Liverpool,Premier League,RW,19,173,65,62,69,57,54,64,25,45,76,64,59,60,58,50,42,56,57,56,30,45,80,76,58,61,61,22,42,22,24,21,47,54,43,38,High,Medium,Left,3,3,260406,M,
Kim Ji Soo,Korea Republic,Brentford,Premier League,CB,18,192,73,62,51,24,43,28,62,69,43,58,25,21,52,60,21,23,43,23,22,23,38,41,50,35,42,61,70,63,61,58,71,55,79,62,Medium,High,Right,4,2,267844,M,
Kobbie Mainoo,England,Manchester Utd,Premier League,CDM,18,175,80,62,74,55,57,65,58,67,77,72,60,55,64,60,52,51,61,46,41,52,74,84,61,62,67,56,61,57,60,58,76,64,68,65,High,High,Right,2,3,269136,M,
Luke Mbete,England,Manchester City,Premier League,CB,20,185,78,62,70,32,48,56,59,71,67,73,30,27,62,55,29,43,38,36,28,39,58,56,58,60,57,59,58,59,60,55,71,67,73,70,Medium,High,Left,3,2,261621,M,
Alex Murphy,Republic of Ireland,Newcastle Utd,Premier League,CB,19,188,76,62,56,34,53,52,62,65,53,58,41,29,57,52,32,42,44,59,35,49,56,59,58,56,56,60,59,62,63,62,66,49,71,68,High,Medium,Left,4,2,270617,M,
Jarell Quansah,England,Liverpool,Premier League,CB,20,190,80,62,63,29,47,43,60,69,57,67,31,23,58,54,37,45,38,37,37,38,49,48,58,54,48,54,63,59,62,64,74,58,78,61,Medium,Medium,Right,2,2,273651,M,
Shola Shoretire,England,Manchester Utd,Premier League,CAM,19,175,70,62,73,54,57,65,37,54,72,73,63,56,58,53,51,50,63,54,43,58,84,87,59,64,62,36,51,32,40,34,59,59,51,55,Medium,Medium,Right,4,3,260910,M,
Rhys Bennett,England,Manchester Utd,Premier League,CB,20,187,74,61,59,37,48,50,59,66,58,59,26,31,57,53,38,36,48,35,27,42,58,52,58,52,62,59,63,58,60,59,68,58,70,64,Medium,High,Right,3,2,268445,M,
Ethan Brierley,England,Brentford,Premier League,CM,20,173,71,61,71,46,59,62,53,55,72,70,55,40,66,66,40,50,61,46,44,46,74,83,58,60,57,56,44,54,53,51,52,66,51,52,Medium,Medium,Right,2,2,258724,M,
Denis Franchi,Italy,Burnley,Premier League,GK,21,189,81,61,62,60,59,13,37,59,35,39,11,9,28,23,9,15,27,8,10,20,37,45,53,20,31,13,10,13,15,12,53,30,58,23,Medium,Medium,Right,2,1,261892,M,65
Luke Harris,Wales,Fulham,Premier League,CAM,18,168,63,61,58,60,57,66,37,44,68,49,61,65,61,53,55,47,57,52,50,58,74,79,59,64,68,33,41,42,34,36,39,46,40,55,Medium,Medium,Right,3,3,270937,M,
Joe Hodge,Republic of Ireland,Wolves,Premier League,CM,21,172,65,61,64,48,60,58,58,58,71,59,54,41,64,65,40,53,62,56,41,43,70,79,61,61,61,60,48,58,59,58,55,62,51,70,Medium,Medium,Right,2,2,261032,M,
Vítězslav Jaroš,Czech Republic,Liverpool,Premier League,GK,22,190,74,61,63,60,61,15,39,59,39,38,14,11,45,49,14,17,60,12,19,20,50,41,56,29,58,12,11,17,12,13,55,40,58,23,Medium,Medium,Right,3,1,253428,M,62
Nathan Moriah-Welsh,Guyana,AFC Bournemouth,Premier League,CM,21,172,70,61,70,54,59,61,53,63,71,69,58,53,64,60,37,47,58,55,36,61,84,87,61,64,61,50,48,49,59,58,56,75,53,74,High,High,Right,3,2,264192,M,
Lewis Richardson,England,Burnley,Premier League,ST,20,179,70,61,66,60,47,62,26,53,70,63,62,62,53,43,58,57,52,38,34,52,65,71,54,64,61,19,60,26,23,18,65,61,56,31,Medium,Medium,Right,3,2,261265,M,
Reuell Walters,England,Arsenal,Premier League,RB,19,183,65,61,65,30,40,59,65,59,63,66,43,27,34,39,29,27,41,52,37,44,54,66,60,39,47,61,55,62,71,69,61,60,58,62,Medium,Medium,Right,3,2,274387,M,
Dylan Williams,England,Chelsea,Premier League,LB,20,177,64,61,66,36,51,58,55,48,66,66,55,36,51,47,38,33,48,63,34,53,68,85,57,57,50,54,49,52,59,60,43,67,37,55,High,Medium,Left,2,2,264115,M,
Nathan Young-Coombes,England,Brentford,Premier League,ST,20,175,64,61,68,62,53,60,20,54,72,65,61,65,58,40,55,58,57,57,35,39,75,70,61,57,52,16,54,13,19,15,60,58,52,50,Medium,Low,Right,3,2,262637,M,
Ellery Balcombe,England,Brentford,Premier League,GK,24,190,92,60,61,58,59,10,39,57,39,39,10,10,19,29,17,16,44,10,13,12,45,61,54,15,24,18,12,25,10,13,58,28,64,28,Medium,Medium,Right,3,1,236663,M,62
Antwoine Hackford,England,Sheffield Utd,Premier League,ST,19,177,68,60,86,59,38,58,18,53,88,84,64,62,50,27,53,66,44,24,29,32,70,73,57,59,45,19,39,12,17,11,64,53,62,29,Medium,Medium,Right,3,2,260192,M,
Jack Hinshelwood,England,Brighton,Premier League,CDM,18,178,71,60,60,58,62,56,57,59,64,57,42,60,62,64,46,65,58,62,66,64,67,70,56,60,56,55,50,54,62,58,69,46,62,63,Medium,Medium,Right,4,3,277283,M,
Ben Knight,England,Manchester City,Premier League,RW,21,170,59,60,67,57,52,68,28,38,72,62,54,59,53,41,53,57,58,55,50,50,84,89,43,65,52,29,41,22,29,30,41,41,36,37,Medium,Medium,Left,3,3,263955,M,
Michael Olakigbe,England,Brentford,Premier League,LW,19,180,73,60,76,59,46,65,33,59,78,74,57,60,46,38,41,54,51,52,41,38,60,62,56,63,49,29,53,30,33,31,70,54,64,50,High,Medium,Right,3,3,271173,M,
Tyler Onyango,England,Everton,Premier League,CM,20,196,75,60,57,45,57,62,53,75,62,53,59,37,64,62,45,50,60,45,40,43,34,35,58,57,52,54,58,44,57,56,73,72,80,69,High,Medium,Right,3,2,263168,M,
William Osula,Denmark,Sheffield Utd,Premier League,ST,20,192,81,60,73,60,47,67,22,61,71,74,58,62,52,38,53,68,56,36,33,56,66,56,53,60,63,18,52,23,16,18,68,57,70,44,High,Low,Right,4,2,270519,M,
Ashley Phillips,England,Spurs,Premier League,CB,18,191,74,60,67,26,49,38,60,65,66,67,26,25,65,58,23,33,38,38,18,31,59,68,54,43,41,62,57,55,63,61,68,63,70,52,Medium,High,Right,3,2,264731,M,
Femi Seriki,England,Sheffield Utd,Premier League,RWB,21,183,78,60,87,28,45,62,53,64,86,87,47,25,49,41,29,34,39,52,32,38,73,60,54,52,51,54,49,51,55,53,70,67,62,62,High,Medium,Right,2,3,264196,M,
Daniel Chesters,England,West Ham,Premier League,RM,21,177,68,59,66,47,56,62,32,48,70,62,52,48,59,53,40,46,57,57,47,53,76,84,47,60,57,27,33,35,32,29,38,59,43,47,Medium,Medium,Right,3,3,264580,M,
Amario Cozier-Duberry,England,Arsenal,Premier League,LW,18,170,60,59,67,55,53,60,28,50,72,63,59,57,55,44,60,55,56,58,41,53,73,74,50,58,55,27,38,28,28,24,45,55,45,55,Medium,Medium,Left,2,4,271743,M,
Enso González,Paraguay,Wolves,Premier League,RM,18,175,70,59,70,48,56,69,35,46,68,71,48,51,63,60,44,48,63,43,42,40,58,75,48,57,51,26,41,34,36,47,44,46,47,44,High,Low,Left,3,4,274377,M,
Connor McAvoy,Scotland,Fulham,Premier League,CB,21,186,77,59,56,29,38,30,61,60,59,53,39,22,47,36,29,37,38,30,24,33,46,55,52,39,45,60,57,59,64,63,63,57,62,58,Medium,Medium,Right,4,2,270936,M,
Tayo Adaramola,Republic of Ireland,Crystal Palace,Premier League,LB,20,177,69,58,68,49,50,55,53,52,78,60,53,48,53,49,43,49,46,55,39,35,73,67,53,54,40,54,48,53,54,56,55,56,46,63,High,Medium,Left,3,2,267476,M,
Mackenzie Hunt,England,Everton,Premier League,LM,22,176,73,58,66,49,56,55,53,59,68,65,54,46,60,58,42,51,55,54,45,48,62,68,58,57,50,52,47,51,56,54,53,64,54,68,Medium,Medium,Left,2,2,277434,M,
Andy Lonergan,England,Everton,Premier League,GK,40,192,87,58,56,61,47,11,40,62,40,41,8,14,29,27,15,16,32,12,14,12,50,42,50,24,30,12,15,14,15,14,55,28,56,28,Medium,Medium,Left,1,1,118794,M,54
Tom McGill,Canada,Brighton,Premier League,GK,23,185,80,58,60,58,61,12,19,58,20,17,7,5,16,21,8,10,30,14,10,13,29,49,43,19,40,13,10,10,12,12,40,23,46,27,Medium,Medium,Right,2,1,243588,M,60
Jamie Mullins,Republic of Ireland,Brighton,Premier League,CAM,19,171,60,58,57,54,51,64,28,40,64,52,53,56,56,47,42,49,53,45,50,51,72,73,55,63,60,21,37,30,28,30,33,56,32,42,Medium,Low,Right,3,3,263411,M,
Stefan Parkes,England,Fulham,Premier League,LB,19,182,78,58,59,35,45,51,58,62,63,55,56,32,49,38,33,36,46,44,38,40,56,52,58,55,48,64,55,56,57,58,64,53,63,71,Medium,Medium,Left,2,2,271939,M,
George Wickens,England,Fulham,Premier League,GK,22,194,81,58,58,57,62,11,30,55,35,22,9,8,56,58,5,15,55,20,10,12,29,25,50,19,31,26,22,20,17,20,51,24,50,30,Medium,Medium,Right,2,1,258792,M,61
Caleb Chukwuemeka,England,Aston Villa,Premier League,LW,21,190,70,57,82,53,47,59,17,61,84,80,54,53,52,41,46,57,49,44,33,40,69,59,45,56,52,16,46,17,10,15,73,64,71,29,Medium,Low,Right,4,3,258748,M,
Bobby Clark,England,Liverpool,Premier League,CM,18,178,67,57,64,52,58,61,44,52,67,62,55,52,60,58,52,48,60,56,48,56,62,72,61,60,61,45,47,42,46,40,52,50,54,48,Medium,Medium,Right,3,2,271974,M,
Joshua Feeney,England,Aston Villa,Premier League,CB,18,194,78,57,53,31,42,32,58,57,52,54,25,27,53,35,30,43,37,37,37,32,35,49,52,50,61,56,54,56,64,58,58,46,65,51,Medium,Medium,Right,3,2,268550,M,
Filip Marschall,England,Aston Villa,Premier League,GK,20,195,87,57,58,55,60,8,20,55,17,24,4,6,26,29,9,18,42,10,11,12,25,21,46,18,38,12,14,10,11,13,48,17,59,22,Medium,Medium,Right,2,1,268583,M,59
Divin Mubama,England,West Ham,Premier League,ST,19,183,70,57,73,56,44,56,24,54,72,74,56,60,48,39,51,55,47,41,38,45,63,66,56,55,54,19,52,21,23,18,62,50,55,52,Medium,Medium,Left,3,2,271227,M,
Ollie O'Neill,Republic of Ireland,Fulham,Premier League,CAM,20,185,73,57,66,49,59,55,46,51,67,65,50,48,62,58,51,36,61,56,45,55,63,62,56,59,52,39,46,43,54,48,43,58,44,60,Medium,Medium,Right,3,2,270679,M,
Idris Odutayo,England,Fulham,Premier League,CB,21,189,79,57,65,31,41,35,57,62,62,67,37,23,44,43,30,31,34,46,35,34,49,59,48,36,50,52,59,55,62,60,65,61,65,56,Medium,Medium,Left,2,2,270683,M,
Marcelo Pitaluga,Brazil,Liverpool,Premier League,GK,20,191,86,57,60,50,52,12,34,56,38,29,4,8,27,23,8,10,27,13,14,10,30,25,50,14,27,6,10,7,14,11,53,19,59,28,Medium,Medium,Right,1,1,259430,M,64
Jack Wells-Morrison,England,Crystal Palace,Premier League,CM,19,180,73,57,54,48,56,58,52,62,61,48,61,38,62,65,48,53,52,47,49,50,56,66,57,59,48,49,57,50,52,61,64,56,63,64,Medium,Medium,Left,3,3,264113,M,
Joe Whitworth,England,Crystal Palace,Premier League,GK,19,183,70,57,58,57,56,9,24,49,20,29,4,8,25,19,5,18,25,13,14,13,32,45,56,10,37,14,12,6,11,10,45,17,54,22,Medium,Medium,Right,2,1,271191,M,61
Rico Richards,England,Aston Villa,Premier League,LM,20,178,68,56,68,49,51,60,26,45,72,64,46,48,53,43,41,51,55,53,41,47,62,72,48,59,48,16,37,22,29,33,44,54,45,33,Medium,Medium,Left,3,2,257793,M,
George Shelvey,England,Nott'm Forest,Premier League,GK,22,188,77,56,60,57,58,19,24,53,25,22,5,5,30,34,8,14,41,14,13,11,37,44,44,24,43,10,10,10,13,13,51,23,60,28,Medium,Medium,Right,3,1,251423,M,57
